Date,Returns,Stock
2015-11-30,-0.011410147341281762,WNRG.L
2015-12-31,-0.09557711609233854,WNRG.L
2016-01-31,-0.029621316542583598,WNRG.L
2016-02-29,-0.005135547568229315,WNRG.L
2016-03-31,0.08712857551577335,WNRG.L
2016-04-30,0.08450887166214827,WNRG.L
2016-05-31,-0.018333299999999997,WNRG.L
2016-06-30,0.03361629767007468,WNRG.L
2016-07-31,-0.02201054461200569,WNRG.L
2016-08-31,0.01175683574067854,WNRG.L
2016-09-30,0.0310424624487895,WNRG.L
2016-10-31,-0.01754950893575913,WNRG.L
2016-11-30,0.0514586037364797,WNRG.L
2016-12-31,0.03990021571694413,WNRG.L
2017-01-31,-0.035671551688502556,WNRG.L
2017-02-28,-0.017718310085067412,WNRG.L
2017-03-31,6.329430379745649e-4,WNRG.L
2017-04-30,-0.018342820419265604,WNRG.L
2017-05-31,-0.018524516155782322,WNRG.L
2017-06-30,-0.014935171508288159,WNRG.L
2017-07-31,0.03732085971342891,WNRG.L
2017-08-31,-0.03196270581312899,WNRG.L
2017-09-30,0.08677617388418768,WNRG.L
2017-10-31,0.008854992366412073,WNRG.L
2017-11-30,0.012257838612051097,WNRG.L
2017-12-31,0.04529822095978475,WNRG.L
2018-01-31,0.02774602482111055,WNRG.L
2018-02-28,-0.07542440857222366,WNRG.L
2018-03-31,-0.003010294912393352,WNRG.L
2018-04-30,0.09450486396451874,WNRG.L
2018-05-31,0.02179313103448277,WNRG.L
2018-06-30,0.01457886029754718,WNRG.L
2018-07-31,0.009579483258143506,WNRG.L
2018-08-31,-0.03584599461902993,WNRG.L
2018-09-30,0.03690535610140211,WNRG.L
2018-10-31,-0.10282101239124708,WNRG.L
2018-11-30,-0.0431971214574528,WNRG.L
2018-12-31,-0.08722364596978971,WNRG.L
2019-01-31,0.09589505706241774,WNRG.L
2019-02-28,0.02533005833589197,WNRG.L
2019-03-31,0.014223656235963444,WNRG.L
2019-04-30,0.003543047048805592,WNRG.L
2019-05-31,-0.07943515272520418,WNRG.L
2019-06-30,0.059603641431650756,WNRG.L
2019-07-31,-0.018700015644699586,WNRG.L
2019-08-31,-0.08191175656984784,WNRG.L
2019-09-30,0.053063238933269474,WNRG.L
2019-10-31,-0.022889810840883706,WNRG.L
2019-11-30,0.014641222884619332,WNRG.L
2019-12-31,0.04729841421511649,WNRG.L
2020-01-31,-0.08328227189222281,WNRG.L
2020-02-29,-0.16065470405294902,WNRG.L
2020-03-31,-0.26323120824636725,WNRG.L
2020-04-30,0.1500135646780214,WNRG.L
2020-05-31,-0.0018785487847834403,WNRG.L
2020-06-30,-0.013880766315456206,WNRG.L
2020-07-31,-0.03161159489442911,WNRG.L
2020-08-31,0.028208918452820697,WNRG.L
2020-09-30,-0.13789385407930999,WNRG.L
2020-10-31,-0.06809344080044466,WNRG.L
2020-11-30,0.3240382537451987,WNRG.L
